Ensembl Gene ID	Associated Gene Name	Gene Biotype
ENSMUSG00000083107	Gm5303	pseudogene
ENSMUSG00000092090	Gm3294	lincRNA
ENSMUSG00000045775	Slc16a5	protein_coding
ENSMUSG00000090692	Gm17172	antisense
ENSMUSG00000050100	Hmx2	protein_coding
ENSMUSG00000022679	Mpv17l	protein_coding
ENSMUSG00000030061	Uba3	protein_coding
ENSMUSG00000060279	Ap2a1	protein_coding
ENSMUSG00000052928	Ctif	protein_coding
ENSMUSG00000078307	AI593442	protein_coding
ENSMUSG00000078866	Gm14420	protein_coding
ENSMUSG00000066979	Bub3	protein_coding
ENSMUSG00000028539	Artn	protein_coding
ENSMUSG00000086034	Gm15201	processed_transcript
ENSMUSG00000094786	Gm14403	protein_coding
ENSMUSG00000032113	Chek1	protein_coding
ENSMUSG00000082783	Gm9126	pseudogene
ENSMUSG00000084022	Gm16459	pseudogene
ENSMUSG00000000435	Myf5	protein_coding
ENSMUSG00000081240	Gm16511	pseudogene
ENSMUSG00000082539	Gm15207	pseudogene
ENSMUSG00000062758	Gm16477	protein_coding
ENSMUSG00000031297	Slc7a3	protein_coding
ENSMUSG00000081917	Gm15209	pseudogene
ENSMUSG00000084397	Gm9133	pseudogene
ENSMUSG00000035923	Myf6	protein_coding
ENSMUSG00000044646	Zbtb7c	protein_coding
ENSMUSG00000083225	Gm15215	pseudogene
ENSMUSG00000081986	Gm14841	pseudogene
ENSMUSG00000086541	Has2os	processed_transcript
ENSMUSG00000040125	Gpr26	protein_coding
ENSMUSG00000082598	Gm15212	pseudogene
ENSMUSG00000065968	Ifitm7	protein_coding
ENSMUSG00000024212	Mllt1	protein_coding
ENSMUSG00000083775	Gm14837	pseudogene
ENSMUSG00000082970	Gm15214	pseudogene
ENSMUSG00000081779	Gm21998	pseudogene
ENSMUSG00000042670	Immp1l	protein_coding
ENSMUSG00000062510	Nsl1	protein_coding
ENSMUSG00000080778	Gm7199	pseudogene
ENSMUSG00000025978	Rftn2	protein_coding
ENSMUSG00000042404	Dennd4b	protein_coding
ENSMUSG00000081699	Gm15213	pseudogene
ENSMUSG00000053289	Ddx10	protein_coding
ENSMUSG00000081931	Gm15211	pseudogene
ENSMUSG00000090706	Gm17233	processed_transcript
ENSMUSG00000075581	Gm16409	pseudogene
ENSMUSG00000036959	Bcorl1	protein_coding
ENSMUSG00000027601	Mtfr1	protein_coding
ENSMUSG00000080834	Gm15216	pseudogene
ENSMUSG00000057886	Gm6984	pseudogene
ENSMUSG00000078865	Gm14406	protein_coding
ENSMUSG00000082134	Gm15236	pseudogene
ENSMUSG00000028959	Fastk	protein_coding
ENSMUSG00000030862	Cpxm2	protein_coding
ENSMUSG00000035916	Ptprq	protein_coding
ENSMUSG00000026630	Batf3	protein_coding
ENSMUSG00000046550	Spin2c	protein_coding
ENSMUSG00000078864	Gm14322	protein_coding
ENSMUSG00000028538	St3gal3	protein_coding
ENSMUSG00000028467	Gba2	protein_coding
ENSMUSG00000031697	Orc6	protein_coding
ENSMUSG00000030335	Mrpl51	protein_coding
ENSMUSG00000056429	Tgoln1	protein_coding
ENSMUSG00000045019	Acer1	protein_coding
ENSMUSG00000067786	Nnat	protein_coding
ENSMUSG00000094802	Samt1	protein_coding
ENSMUSG00000024563	Smad2	protein_coding
ENSMUSG00000018171	Vmp1	protein_coding
ENSMUSG00000091017	Fam71a	protein_coding
ENSMUSG00000032048	4930510E17Rik	protein_coding
ENSMUSG00000040822	1700123O20Rik	protein_coding
ENSMUSG00000046994	Mars2	protein_coding
ENSMUSG00000021499	Catsper3	protein_coding
ENSMUSG00000000134	Tfe3	protein_coding
ENSMUSG00000095362	Gm14325	protein_coding
ENSMUSG00000094577	4921511M17Rik	protein_coding
ENSMUSG00000020289	Nprl3	protein_coding
ENSMUSG00000026628	Atf3	protein_coding
ENSMUSG00000019992	Mtfr2	protein_coding
ENSMUSG00000002660	Clpp	protein_coding
ENSMUSG00000032593	Amigo3	protein_coding
ENSMUSG00000001493	Meox1	protein_coding
ENSMUSG00000015659	Serac1	protein_coding
ENSMUSG00000027166	Dnajc24	protein_coding
ENSMUSG00000030337	Vamp1	protein_coding
ENSMUSG00000030930	Chst15	protein_coding
ENSMUSG00000034780	B3galt1	protein_coding
ENSMUSG00000089733	Gm15628	lincRNA
ENSMUSG00000096867	Gm10057	protein_coding
ENSMUSG00000060152	Pop5	protein_coding
ENSMUSG00000094592	Gm15140	protein_coding
ENSMUSG00000037499	Nenf	protein_coding
ENSMUSG00000081564	Gm13717	pseudogene
ENSMUSG00000024993	Fam45a	protein_coding
ENSMUSG00000001494	Sost	protein_coding
ENSMUSG00000036834	Plch1	protein_coding
ENSMUSG00000082036	Gm13724	pseudogene
ENSMUSG00000052435	Cebpe	protein_coding
ENSMUSG00000030934	Oat	protein_coding
ENSMUSG00000036087	Slain2	protein_coding
ENSMUSG00000059891	Tsks	protein_coding
ENSMUSG00000059663	4930524N10Rik	protein_coding
ENSMUSG00000091519	Skor2	protein_coding
ENSMUSG00000031698	Mylk3	protein_coding
ENSMUSG00000034584	Exph5	protein_coding
ENSMUSG00000023010	Tmbim6	protein_coding
ENSMUSG00000022180	Slc7a8	protein_coding
ENSMUSG00000009681	Bcr	protein_coding
ENSMUSG00000027030	Stk39	protein_coding
ENSMUSG00000004642	Slbp	protein_coding
ENSMUSG00000046032	Snx12	protein_coding
ENSMUSG00000048528	Nkx1-2	protein_coding
ENSMUSG00000090000	Ier3ip1	protein_coding
ENSMUSG00000026627	Tmem206	protein_coding
ENSMUSG00000025977	Boll	protein_coding
ENSMUSG00000018012	Rac3	protein_coding
ENSMUSG00000019990	Pde7b	protein_coding
ENSMUSG00000030946	Lhpp	protein_coding
ENSMUSG00000026817	Ak1	protein_coding
ENSMUSG00000034487	Kdelc2	protein_coding
ENSMUSG00000074521	Gm14327	protein_coding
ENSMUSG00000057156	Homez	protein_coding
ENSMUSG00000044117	2900011O08Rik	protein_coding
ENSMUSG00000003518	Dusp3	protein_coding
ENSMUSG00000055799	Tcf7l1	protein_coding
ENSMUSG00000032591	Mst1	protein_coding
ENSMUSG00000074529	C330013J21Rik	protein_coding
ENSMUSG00000045667	Smtnl2	protein_coding
ENSMUSG00000090002	Gm16006	antisense
ENSMUSG00000005131	4930550C14Rik	protein_coding
ENSMUSG00000007783	Cpt1c	protein_coding
ENSMUSG00000047807	9330154K18Rik	antisense
ENSMUSG00000087303	Lipo2	protein_coding
ENSMUSG00000086801	Gm15943	processed_transcript
ENSMUSG00000038213	Tapbpl	protein_coding
ENSMUSG00000026626	Ppp2r5a	protein_coding
ENSMUSG00000002661	Alkbh7	protein_coding
ENSMUSG00000093677	Gm20712	sense_overlapping
ENSMUSG00000090054	Gm15629	antisense
ENSMUSG00000072582	Ptrh2	protein_coding
ENSMUSG00000025922	Gm5045	pseudogene
ENSMUSG00000085829	Gm4285	antisense
ENSMUSG00000098528	Zfp572	pseudogene
ENSMUSG00000093849	Gm7083	pseudogene
ENSMUSG00000092272	Gm19301	processed_transcript
ENSMUSG00000071750	Gm7713	pseudogene
ENSMUSG00000036934	4921524J17Rik	protein_coding
ENSMUSG00000025421	Hdhd2	protein_coding
ENSMUSG00000098125	Gm9578	pseudogene
ENSMUSG00000025051	Samt4	protein_coding
ENSMUSG00000062646	Ganc	protein_coding
ENSMUSG00000079342	Gm5097	protein_coding
ENSMUSG00000027469	Tpx2	protein_coding
ENSMUSG00000033326	Kdm4a	protein_coding
ENSMUSG00000096933	1700051O22Rik	protein_coding
ENSMUSG00000072494	Ppp1r3e	protein_coding
ENSMUSG00000098095	Gm9274	pseudogene
ENSMUSG00000054766	Set	protein_coding
ENSMUSG00000072888	Samt2	protein_coding
ENSMUSG00000083933	Gm15515	pseudogene
ENSMUSG00000042903	Foxo4	protein_coding
ENSMUSG00000081012	Gm15224	pseudogene
ENSMUSG00000086133	Gm16331	pseudogene
ENSMUSG00000060657	Marf1	protein_coding
ENSMUSG00000098059	Gm27034	pseudogene
ENSMUSG00000083466	Gm15225	pseudogene
ENSMUSG00000078862	Gm14326	protein_coding
ENSMUSG00000097039	Pvt1	lincRNA
ENSMUSG00000022895	Ets2	protein_coding
ENSMUSG00000060377	Rpl36a-ps1	pseudogene
ENSMUSG00000089682	Bcl2l2	protein_coding
ENSMUSG00000087144	Gm5958	pseudogene
ENSMUSG00000031700	Gpt2	protein_coding
ENSMUSG00000028974	Dffa	protein_coding
ENSMUSG00000079030	Gm2046	protein_coding
ENSMUSG00000070407	Hs3st3b1	protein_coding
ENSMUSG00000096049	Gm2075	protein_coding
ENSMUSG00000054391	4930517O19Rik	processed_transcript
ENSMUSG00000096803	Gm6803	protein_coding
ENSMUSG00000053929	Cyhr1	protein_coding
ENSMUSG00000095717	Gm2056	protein_coding
ENSMUSG00000074519	Etohi1	protein_coding
ENSMUSG00000038349	Plcl1	protein_coding
ENSMUSG00000030956	Fam53b	protein_coding
ENSMUSG00000095265	Gm16368	protein_coding
ENSMUSG00000041740	Rnf10	protein_coding
ENSMUSG00000021549	Rasa1	protein_coding
ENSMUSG00000084080	Gm15227	pseudogene
ENSMUSG00000037474	Dtl	protein_coding
ENSMUSG00000002664	Pspn	protein_coding
ENSMUSG00000042148	Cox10	protein_coding
ENSMUSG00000091455	Otogl	protein_coding
ENSMUSG00000021506	Pitx1	protein_coding
ENSMUSG00000066027	Gm10436	protein_coding
ENSMUSG00000016386	Mpped2	protein_coding
ENSMUSG00000045336	Hsfy2	protein_coding
ENSMUSG00000072100	Gm16390	protein_coding
ENSMUSG00000085880	Gm15229	pseudogene
ENSMUSG00000030336	Cd27	protein_coding
ENSMUSG00000002658	Gtf2f1	protein_coding
ENSMUSG00000031701	Dnaja2	protein_coding
ENSMUSG00000027649	Ctnnbl1	protein_coding
ENSMUSG00000039450	Dcxr	protein_coding
ENSMUSG00000083961	Gm13725	pseudogene
ENSMUSG00000040471	Ggt6	protein_coding
ENSMUSG00000037603	Gm5519	protein_coding
ENSMUSG00000063728	Magea6	protein_coding
ENSMUSG00000045709	1700023L04Rik	lincRNA
ENSMUSG00000026786	Apbb1ip	protein_coding
ENSMUSG00000032590	Apeh	protein_coding
ENSMUSG00000028427	Aqp7	protein_coding
ENSMUSG00000084861	1700095J07Rik	processed_transcript
ENSMUSG00000094196	Magea3	protein_coding
ENSMUSG00000073879	Gm5859	pseudogene
ENSMUSG00000078861	Zfp931	protein_coding
ENSMUSG00000024768	Lipf	protein_coding
ENSMUSG00000036902	Neto2	protein_coding
ENSMUSG00000085470	1700012C14Rik	antisense
ENSMUSG00000022678	Nde1	protein_coding
ENSMUSG00000037202	Prf1	protein_coding
ENSMUSG00000092232	Gm20521	protein_coding
ENSMUSG00000086854	Gm13781	antisense
ENSMUSG00000010841	1700006E09Rik	protein_coding
ENSMUSG00000015937	H2afy	protein_coding
ENSMUSG00000035199	Arl6ip5	protein_coding
ENSMUSG00000086542	Gm13782	antisense
ENSMUSG00000090338	Gm17081	pseudogene
ENSMUSG00000090487	Gm2888	protein_coding
ENSMUSG00000096327	Gm21980	lincRNA
ENSMUSG00000030960	Mettl10	protein_coding
ENSMUSG00000052429	Prmt1	protein_coding
ENSMUSG00000022913	Psmg1	protein_coding
ENSMUSG00000079410	Gm2897	protein_coding
ENSMUSG00000025420	Katnal2	protein_coding
ENSMUSG00000047126	Cltc	protein_coding
ENSMUSG00000068745	Mybphl	protein_coding
ENSMUSG00000095799	Gm8332	protein_coding
ENSMUSG00000034218	Atm	protein_coding
ENSMUSG00000071613	Gm10340	protein_coding
ENSMUSG00000020092	Pald1	protein_coding
ENSMUSG00000031703	Itfg1	protein_coding
ENSMUSG00000095224	F930015N05Rik	protein_coding
ENSMUSG00000079350	Magea8	protein_coding
ENSMUSG00000024308	Tapbp	protein_coding
ENSMUSG00000047759	Hs3st3a1	protein_coding
ENSMUSG00000037461	Ints7	protein_coding
ENSMUSG00000079409	Gm5795	protein_coding
ENSMUSG00000038331	Satb2	protein_coding
ENSMUSG00000084991	Gm16260	pseudogene
ENSMUSG00000048107	Kctd12	pseudogene
ENSMUSG00000098111	Gm4654	pseudogene
ENSMUSG00000004187	Kifc2	protein_coding
ENSMUSG00000095258	Gm10593	antisense
ENSMUSG00000085910	Gm12395	antisense
ENSMUSG00000019907	Ppp1r12a	protein_coding
ENSMUSG00000087142	Gm12454	antisense
ENSMUSG00000027122	Arl14ep	protein_coding
ENSMUSG00000019295	Tmem129	protein_coding
ENSMUSG00000030965	Fam175b	protein_coding
ENSMUSG00000037437	Adam32	protein_coding
ENSMUSG00000022194	Pabpn1	protein_coding
ENSMUSG00000069094	Pde7a	protein_coding
ENSMUSG00000055746	Magea2	protein_coding
ENSMUSG00000024847	Aip	protein_coding
ENSMUSG00000014873	Surf2	protein_coding
ENSMUSG00000083221	Gm14528	pseudogene
ENSMUSG00000072999	Gm15401	protein_coding
ENSMUSG00000085321	4930412F09Rik	processed_transcript
ENSMUSG00000089707	4921525B02Rik	antisense
ENSMUSG00000040463	Mybbp1a	protein_coding
ENSMUSG00000097998	Gm27019	lincRNA
ENSMUSG00000099167	RP24-312G4.2	lincRNA
ENSMUSG00000084894	Gm13834	lincRNA
ENSMUSG00000091509	Gm17066	processed_transcript
ENSMUSG00000087312	Gm13833	lincRNA
ENSMUSG00000027525	Phactr3	protein_coding
ENSMUSG00000079349	Magea5	protein_coding
ENSMUSG00000086922	Gm13835	pseudogene
ENSMUSG00000036879	Phkb	protein_coding
ENSMUSG00000038323	1700066M21Rik	protein_coding
ENSMUSG00000033295	Ptprf	protein_coding
ENSMUSG00000096039	D830030K20Rik	protein_coding
ENSMUSG00000059248	Sept9	protein_coding
ENSMUSG00000086260	Gm16259	pseudogene
ENSMUSG00000033444	Specc1l	protein_coding
ENSMUSG00000079407	1700110I01Rik	protein_coding
ENSMUSG00000026814	Eng	protein_coding
ENSMUSG00000020638	Cmpk2	protein_coding
ENSMUSG00000003190	Bcl2l12	protein_coding
ENSMUSG00000022102	Dok2	protein_coding
ENSMUSG00000020287	Mpg	protein_coding
ENSMUSG00000032116	Stt3a	protein_coding
ENSMUSG00000055239	Kcmf1	protein_coding
ENSMUSG00000085351	Gm12472	antisense
ENSMUSG00000020549	Elac2	protein_coding
ENSMUSG00000026623	Lpgat1	protein_coding
ENSMUSG00000068744	Psrc1	protein_coding
ENSMUSG00000090141	Gm614	protein_coding
ENSMUSG00000086043	Gm12473	antisense
ENSMUSG00000025423	Pias2	protein_coding
ENSMUSG00000006527	Sfmbt1	protein_coding
ENSMUSG00000043770	Gm12481	pseudogene
ENSMUSG00000033837	Foxh1	protein_coding
ENSMUSG00000030967	Zranb1	protein_coding
ENSMUSG00000067702	Tuba3a	protein_coding
ENSMUSG00000056590	H2afy3	pseudogene
ENSMUSG00000028475	5430416O09Rik	lincRNA
ENSMUSG00000095812	Gm5473	pseudogene
ENSMUSG00000093695	Gm20717	processed_transcript
ENSMUSG00000072541	Gm5046	pseudogene
ENSMUSG00000092495	Gm20405	processed_transcript
ENSMUSG00000024842	Cabp4	protein_coding
ENSMUSG00000096574	Gm2956	protein_coding
ENSMUSG00000037171	Nodal	protein_coding
ENSMUSG00000092463	Gm20489	protein_coding
ENSMUSG00000027120	Fshb	protein_coding
ENSMUSG00000044724	Gpr152	protein_coding
ENSMUSG00000048495	Tyw5	protein_coding
ENSMUSG00000086864	A630077J23Rik	antisense
ENSMUSG00000025150	Cbr2	protein_coding
ENSMUSG00000033054	Npat	protein_coding
ENSMUSG00000083417	Olfr269-ps1	pseudogene
ENSMUSG00000032589	Bsn	protein_coding
ENSMUSG00000031304	Il2rg	protein_coding
ENSMUSG00000081420	Olfr29-ps1	pseudogene
ENSMUSG00000095533	Gm10413	protein_coding
ENSMUSG00000003184	Irf3	protein_coding
ENSMUSG00000079029	Gm5662	protein_coding
ENSMUSG00000037313	Tacc3	protein_coding
ENSMUSG00000020091	Eif4ebp2	protein_coding
ENSMUSG00000087380	2210408F21Rik	processed_transcript
ENSMUSG00000024835	Coro1b	protein_coding
ENSMUSG00000042604	Kcna4	protein_coding
ENSMUSG00000073532	Gm7276	protein_coding
ENSMUSG00000081329	Gm12492	pseudogene
ENSMUSG00000026785	Pkn3	protein_coding
ENSMUSG00000087326	Gm12503	processed_transcript
ENSMUSG00000028971	Cort	protein_coding
ENSMUSG00000084274	Gm12504	pseudogene
ENSMUSG00000079523	Tmsb10	protein_coding
ENSMUSG00000043126	D830039M14Rik	protein_coding
ENSMUSG00000027312	Atrn	protein_coding
ENSMUSG00000037151	Lrrc20	protein_coding
ENSMUSG00000092454	Gm2991	pseudogene
ENSMUSG00000064125	BC068157	protein_coding
ENSMUSG00000099013	RP23-389M1.2	antisense
ENSMUSG00000063656	Gm10135	protein_coding
ENSMUSG00000025425	St8sia5	protein_coding
ENSMUSG00000006395	Hyi	polymorphic_pseudogene
ENSMUSG00000099054	RP24-108J19.1	antisense
ENSMUSG00000052373	Mpp3	protein_coding
ENSMUSG00000081127	Gm12677	pseudogene
ENSMUSG00000090464	Gm17140	antisense
ENSMUSG00000083803	Gm12455	pseudogene
ENSMUSG00000091479	Gm17035	antisense
ENSMUSG00000091412	Gm2895	processed_transcript
ENSMUSG00000068397	Gm10240	pseudogene
ENSMUSG00000073705	Apitd1	protein_coding
ENSMUSG00000096488	Gm10409	protein_coding
ENSMUSG00000007670	Khsrp	protein_coding
ENSMUSG00000096967	Gm26621	processed_transcript
ENSMUSG00000020090	Npffr1	protein_coding
ENSMUSG00000026622	Nek2	protein_coding
ENSMUSG00000093387	Gm20732	lincRNA
ENSMUSG00000053896	4933409G03Rik	protein_coding
ENSMUSG00000069996	Gm7125	pseudogene
ENSMUSG00000090237	Gm16308	antisense
ENSMUSG00000081875	Gm15223	pseudogene
ENSMUSG00000095195	Gm3005	protein_coding
ENSMUSG00000083380	Gm3244	pseudogene
ENSMUSG00000087677	Gm15226	lincRNA
ENSMUSG00000075609	Gm7935	pseudogene
ENSMUSG00000082585	Gm15387	pseudogene
ENSMUSG00000020089	Ppa1	protein_coding
ENSMUSG00000055609	Hba-x	protein_coding
ENSMUSG00000049686	Orai1	protein_coding
ENSMUSG00000094635	Gm7104	protein_coding
ENSMUSG00000030970	Ctbp2	protein_coding
ENSMUSG00000078249	Hmga1-rs1	protein_coding
ENSMUSG00000093847	Gm5039	protein_coding
ENSMUSG00000086860	Gm1720	lincRNA
ENSMUSG00000057234	Mettl15	protein_coding
ENSMUSG00000028958	Tmub1	protein_coding
ENSMUSG00000069276	Gm10264	protein_coding
ENSMUSG00000069919	Hba-a1	protein_coding
ENSMUSG00000029219	Slc10a4	protein_coding
ENSMUSG00000025971	9430016H08Rik	protein_coding
ENSMUSG00000024771	Lipk	protein_coding
ENSMUSG00000035873	Pawr	protein_coding
ENSMUSG00000044086	Lmod3	protein_coding
ENSMUSG00000072739	Gm10408	protein_coding
ENSMUSG00000038406	Scaf1	protein_coding
ENSMUSG00000073063	Hbq1b	protein_coding
ENSMUSG00000020178	Adora2a	protein_coding
ENSMUSG00000099065	Gm19980	lincRNA
ENSMUSG00000021044	Adck1	protein_coding
ENSMUSG00000055833	1700034H15Rik	protein_coding
ENSMUSG00000091723	Gm17366	pseudogene
ENSMUSG00000022103	Gfra2	protein_coding
ENSMUSG00000058430	Rpl27a-ps2	pseudogene
ENSMUSG00000095368	Gm3012	protein_coding
ENSMUSG00000058953	Gm4822	pseudogene
ENSMUSG00000031103	Elf4	protein_coding
ENSMUSG00000086415	Gm4487	pseudogene
ENSMUSG00000028468	Rgp1	protein_coding
ENSMUSG00000089726	Mir17hg	lincRNA
ENSMUSG00000019986	Ahi1	protein_coding
ENSMUSG00000067147	Rpl7a-ps11	pseudogene
ENSMUSG00000096644	Magea1	protein_coding
ENSMUSG00000039952	Dag1	protein_coding
ENSMUSG00000093551	4930505G20Rik	processed_transcript
ENSMUSG00000035697	Hmha1	protein_coding
ENSMUSG00000024770	Lipn	protein_coding
ENSMUSG00000093589	Gm18367	pseudogene
ENSMUSG00000014867	Surf4	protein_coding
ENSMUSG00000093497	Gm20713	processed_transcript
ENSMUSG00000029477	Morn3	protein_coding
ENSMUSG00000062762	Ei24	protein_coding
ENSMUSG00000090534	Gm4675	processed_transcript
ENSMUSG00000046589	Lrrc8e	protein_coding
ENSMUSG00000084920	Gm15230	lincRNA
ENSMUSG00000032606	Nicn1	protein_coding
ENSMUSG00000037434	Slc30a1	protein_coding
ENSMUSG00000027470	Mylk2	protein_coding
ENSMUSG00000037843	Vstm2l	protein_coding
ENSMUSG00000038387	Rras	protein_coding
ENSMUSG00000030976	Tex36	protein_coding
ENSMUSG00000086211	Gm12462	antisense
ENSMUSG00000022828	Gtf2e1	protein_coding
ENSMUSG00000079324	4932414N04Rik	protein_coding
ENSMUSG00000098630	RP24-241I19.1	lincRNA
ENSMUSG00000080916	Gm12463	pseudogene
ENSMUSG00000091709	Gm17189	antisense
ENSMUSG00000087479	Gm16835	processed_transcript
ENSMUSG00000033416	Gucd1	protein_coding
ENSMUSG00000084854	Gm12678	lincRNA
ENSMUSG00000030339	Ltbr	protein_coding
ENSMUSG00000085133	B930095G15Rik	sense_intronic
ENSMUSG00000086000	Gm12493	antisense
ENSMUSG00000033819	Ppp1r16a	protein_coding
ENSMUSG00000063698	Sfxn4	protein_coding
ENSMUSG00000086205	Gm12679	antisense
ENSMUSG00000033253	Szt2	protein_coding
ENSMUSG00000056078	Lipm	protein_coding
ENSMUSG00000099034	RP24-289J12.1	pseudogene
ENSMUSG00000082628	Gm12566	pseudogene
ENSMUSG00000073129	Gm10472	protein_coding
ENSMUSG00000018830	Myh11	protein_coding
ENSMUSG00000032607	Amt	protein_coding
ENSMUSG00000086284	2900093L17Rik	antisense
ENSMUSG00000083541	Gm12585	pseudogene
ENSMUSG00000025732	Fam195a	protein_coding
ENSMUSG00000049353	Rd3	protein_coding
ENSMUSG00000046574	Prr12	protein_coding
ENSMUSG00000041733	Coq5	protein_coding
ENSMUSG00000022827	Rabl3	protein_coding
ENSMUSG00000032047	Acat1	protein_coding
ENSMUSG00000023353	Agap3	protein_coding
ENSMUSG00000032818	Loxhd1	protein_coding
ENSMUSG00000025158	Rfng	protein_coding
ENSMUSG00000026784	Pdss1	protein_coding
ENSMUSG00000021368	Tbc1d7	protein_coding
ENSMUSG00000039461	Tcta	protein_coding
ENSMUSG00000036872	Abcc12	protein_coding
ENSMUSG00000057402	1700042B14Rik	protein_coding
ENSMUSG00000027650	Tti1	protein_coding
ENSMUSG00000063632	Sox11	protein_coding
ENSMUSG00000025731	0610011F06Rik	protein_coding
ENSMUSG00000081559	Gm12411	pseudogene
ENSMUSG00000007815	Rhoa	protein_coding
ENSMUSG00000023084	Lrrc71	protein_coding
ENSMUSG00000026637	Traf5	protein_coding
ENSMUSG00000085980	Gm12408	lincRNA
ENSMUSG00000009013	Dynll1	protein_coding
ENSMUSG00000024774	Ankrd22	protein_coding
ENSMUSG00000020633	Dcdc2c	protein_coding
ENSMUSG00000051390	Zbtb22	protein_coding
ENSMUSG00000035864	Syt1	protein_coding
ENSMUSG00000030064	Frmd4b	protein_coding
ENSMUSG00000007837	Prrg2	protein_coding
ENSMUSG00000039990	2700050L05Rik	protein_coding
ENSMUSG00000085615	A330035P11Rik	processed_transcript
ENSMUSG00000063856	Gpx1	protein_coding
ENSMUSG00000070733	Fryl	protein_coding
ENSMUSG00000079487	Med12	protein_coding
ENSMUSG00000086931	Gm14532	lincRNA
ENSMUSG00000066538	Gm6254	pseudogene
ENSMUSG00000049897	Gm711	protein_coding
ENSMUSG00000090674	Gm17082	pseudogene
ENSMUSG00000086212	Mkln1os	processed_transcript
ENSMUSG00000085555	2610035F20Rik	processed_transcript
ENSMUSG00000031555	Adam9	protein_coding
ENSMUSG00000093669	Gm9399	pseudogene
ENSMUSG00000042390	Gatad2b	protein_coding
ENSMUSG00000025283	Sat1	protein_coding
ENSMUSG00000075463	4930594M22Rik	processed_transcript
ENSMUSG00000019982	Myb	protein_coding
ENSMUSG00000049625	Tifab	protein_coding
ENSMUSG00000037395	Rcor3	protein_coding
ENSMUSG00000052861	Dnah6	protein_coding
ENSMUSG00000048904	Neurog1	protein_coding
ENSMUSG00000085523	Gm15945	antisense
ENSMUSG00000025427	Rnf165	protein_coding
ENSMUSG00000032612	Usp4	protein_coding
ENSMUSG00000021508	Cxcl14	protein_coding
ENSMUSG00000073860	Gm829	lincRNA
ENSMUSG00000032118	Fez1	protein_coding
ENSMUSG00000074885	Gm10782	protein_coding
ENSMUSG00000085305	Gm12410	lincRNA
ENSMUSG00000021509	Slc25a48	protein_coding
ENSMUSG00000051335	Gfod1	protein_coding
ENSMUSG00000054434	Tmem120b	protein_coding
ENSMUSG00000027932	Slc27a3	protein_coding
ENSMUSG00000003421	Nosip	protein_coding
ENSMUSG00000069917	Hba-a2	protein_coding
ENSMUSG00000020088	Sar1a	protein_coding
ENSMUSG00000028961	Pgd	protein_coding
ENSMUSG00000047466	8030462N17Rik	protein_coding
ENSMUSG00000027035	Cers6	protein_coding
ENSMUSG00000021538	Il9	protein_coding
ENSMUSG00000001524	Gtf2h4	protein_coding
ENSMUSG00000033487	Fndc3a	protein_coding
ENSMUSG00000085876	Gm12409	processed_transcript
ENSMUSG00000032611	1700102P08Rik	protein_coding
ENSMUSG00000020295	Hbq1a	protein_coding
ENSMUSG00000002948	Map2k7	protein_coding
ENSMUSG00000041840	Haus1	protein_coding
ENSMUSG00000006392	Med8	protein_coding
ENSMUSG00000030340	Scnn1a	protein_coding
ENSMUSG00000054021	Sirt5	protein_coding
ENSMUSG00000020636	Allc	protein_coding
ENSMUSG00000029538	Srsf9	protein_coding
ENSMUSG00000021262	Evl	protein_coding
ENSMUSG00000038305	Spats2l	protein_coding
ENSMUSG00000035509	Fbxl21	protein_coding
ENSMUSG00000079402	Gm3020	protein_coding
